age,annual_income,credit_score,employment_years,num_late_payments,utilization_rate,num_credit_lines,loan_amount,loan_term_months,debt_to_income,home_ownership,loan_purpose,default
63,49262.43,697,1.1,1,0.1182,10,18468.28,72,0.0625,RENT,MEDICAL,1
42,52818.66,603,4.9,4,0.6154,11,4922.53,72,0.0155,MORTGAGE,DEBT_CONSOLIDATION,0
54,48313.31,511,0.0,0,0.4397,3,23827.77,48,0.1233,RENT,DEBT_CONSOLIDATION,0
44,86034.44,691,2.1,1,0.6381,8,6576.43,72,0.0127,RENT,EDUCATION,1
42,53722.45,800,8.4,0,0.4828,15,21760.06,72,0.0675,RENT,BUSINESS,1
44,62922.78,607,0.3,0,0.1666,13,16583.61,60,0.0527,MORTGAGE,DEBT_CONSOLIDATION,0
63,46872.68,604,5.9,1,0.4006,7,10283.75,36,0.0731,RENT,BUSINESS,1
24,101967.79,654,0.6,2,0.245,1,9802.36,12,0.0961,OWN,HOME_IMPROVEMENT,0
44,105832.94,768,2.0,0,0.4703,3,14979.52,48,0.0354,RENT,MEDICAL,0
24,51319.66,533,1.5,1,0.0595,8,20752.8,84,0.0578,RENT,HOME_IMPROVEMENT,0
59,249021.52,627,0.1,1,0.5035,1,18182.38,48,0.0183,RENT,DEBT_CONSOLIDATION,0
47,40813.21,599,2.0,3,0.3614,15,27985.91,60,0.1371,RENT,DEBT_CONSOLIDATION,0
24,99071.64,724,9.2,0,0.2096,15,12591.99,72,0.0212,OWN,MEDICAL,0
48,37216.21,668,6.7,2,0.6339,7,16267.67,48,0.1093,MORTGAGE,DEBT_CONSOLIDATION,1
40,88125.05,652,2.5,0,0.4351,10,40939.9,24,0.2323,RENT,DEBT_CONSOLIDATION,0
24,84753.47,665,3.5,3,0.3231,6,24981.31,36,0.0983,RENT,HOME_IMPROVEMENT,0
64,36102.99,742,4.6,2,0.2061,10,5924.28,84,0.0234,RENT,DEBT_CONSOLIDATION,0
38,56089.2,769,5.0,2,0.1271,4,9299.65,12,0.1658,MORTGAGE,MEDICAL,1
23,152339.94,761,9.5,0,0.2845,9,12813.27,24,0.0421,MORTGAGE,MEDICAL,0
48,39848.87,726,0.3,1,0.2181,12,8686.61,12,0.218,RENT,DEBT_CONSOLIDATION,0
38,73198.7,790,16.7,4,0.1949,14,23177.9,72,0.0528,RENT,EDUCATION,0
50,70809.04,605,1.4,0,0.1062,9,7612.09,36,0.0358,OWN,EDUCATION,0
28,58621.6,711,3.5,0,0.4244,2,6017.59,72,0.0171,MORTGAGE,MEDICAL,0
57,25195.86,850,5.0,2,0.1851,3,13166.85,84,0.0747,OWN,MEDICAL,0
40,90609.33,533,2.3,1,0.4271,13,6843.72,24,0.0378,RENT,HOME_IMPROVEMENT,0
40,60222.91,637,4.8,0,0.1329,9,9202.72,12,0.1528,RENT,MEDICAL,0
56,103976.78,597,0.8,2,0.1711,17,21646.2,36,0.0694,RENT,MEDICAL,0
45,67230.28,703,2.0,0,0.3458,5,8880.47,84,0.0189,MORTGAGE,DEBT_CONSOLIDATION,0
22,61835.61,795,0.4,1,0.2988,7,18454.46,48,0.0746,OWN,HOME_IMPROVEMENT,1
46,72133.26,723,0.2,0,0.0857,7,9462.09,60,0.0262,RENT,DEBT_CONSOLIDATION,0
49,36542.62,662,14.1,2,0.1818,12,11249.56,36,0.1026,MORTGAGE,DEBT_CONSOLIDATION,0
35,130490.16,723,1.0,1,0.0612,5,23381.72,72,0.0299,RENT,MEDICAL,0
29,49627.12,656,8.4,1,0.143,16,16622.18,12,0.3349,RENT,MEDICAL,0
24,49947.08,695,1.9,3,0.6709,4,32387.55,72,0.1081,RENT,BUSINESS,1
58,114250.44,729,5.1,0,0.2862,1,9017.31,24,0.0395,RENT,MEDICAL,0
22,67756.19,820,1.4,3,0.0731,8,15031.77,12,0.2219,OWN,DEBT_CONSOLIDATION,0
47,53197.94,715,12.9,1,0.1202,17,5832.61,24,0.0548,MORTGAGE,EDUCATION,0
57,73637.53,697,1.4,2,0.1762,2,11964.59,36,0.0542,RENT,DEBT_CONSOLIDATION,0
37,81878.53,842,3.2,0,0.11,2,5755.0,60,0.0141,OWN,HOME_IMPROVEMENT,0
30,56434.17,523,13.4,1,0.4165,5,20255.49,72,0.0598,RENT,DEBT_CONSOLIDATION,0
52,94955.63,672,3.8,2,0.3572,4,10656.55,84,0.016,RENT,DEBT_CONSOLIDATION,0
49,31720.64,620,3.4,0,0.236,17,19723.96,72,0.1036,RENT,EDUCATION,1
22,68248.1,660,1.0,1,0.3366,17,24707.0,60,0.0724,RENT,DEBT_CONSOLIDATION,1
46,89333.77,728,4.4,0,0.2722,6,14005.92,24,0.0784,RENT,DEBT_CONSOLIDATION,1
22,81707.21,758,7.2,0,0.3345,14,37045.15,72,0.0756,RENT,DEBT_CONSOLIDATION,0
39,20000.0,638,3.5,4,0.4208,8,14680.88,12,0.734,OWN,HOME_IMPROVEMENT,1
35,56201.78,733,0.6,0,0.1681,7,10665.84,24,0.0949,RENT,DEBT_CONSOLIDATION,0
57,32629.81,608,4.2,1,0.4074,4,9829.55,60,0.0602,MORTGAGE,HOME_IMPROVEMENT,1
64,113878.33,577,0.0,1,0.215,12,7821.07,24,0.0343,MORTGAGE,MEDICAL,1
52,49249.92,685,2.7,2,0.1306,12,8772.11,72,0.0297,MORTGAGE,EDUCATION,0
53,107726.61,662,11.4,0,0.277,1,6256.98,12,0.0581,RENT,MEDICAL,1
22,32580.79,799,0.6,2,0.4784,17,13052.94,36,0.1335,MORTGAGE,DEBT_CONSOLIDATION,0
24,72789.09,850,6.8,1,0.398,13,18770.17,60,0.0516,OWN,DEBT_CONSOLIDATION,0
55,60112.33,631,5.7,0,0.2344,5,7697.63,72,0.0213,OWN,MEDICAL,0
40,238478.55,535,2.5,1,0.4383,1,33241.75,48,0.0348,MORTGAGE,HOME_IMPROVEMENT,0
43,107900.4,570,8.0,1,0.3838,7,60000.0,24,0.278,MORTGAGE,HOME_IMPROVEMENT,0
51,104499.98,613,4.2,1,0.6205,2,7494.81,24,0.0359,MORTGAGE,DEBT_CONSOLIDATION,1
36,165033.52,696,4.4,2,0.1697,3,44826.66,60,0.0543,RENT,DEBT_CONSOLIDATION,0
51,69001.52,659,3.9,2,0.2739,7,17332.69,84,0.0359,MORTGAGE,HOME_IMPROVEMENT,0
53,56968.11,579,12.7,3,0.395,12,20469.27,36,0.1198,RENT,HOME_IMPROVEMENT,0
32,53811.26,822,1.2,2,0.4618,4,2150.87,60,0.008,MORTGAGE,EDUCATION,0
51,70538.1,733,1.8,1,0.2703,11,7264.28,84,0.0147,MORTGAGE,DEBT_CONSOLIDATION,0
29,20000.0,820,1.3,1,0.4329,1,9247.5,84,0.0661,OWN,DEBT_CONSOLIDATION,0
35,59943.82,535,1.0,0,0.0783,5,2362.74,36,0.0131,MORTGAGE,BUSINESS,0
55,67063.54,781,0.2,0,0.3086,10,10064.86,12,0.1501,MORTGAGE,DEBT_CONSOLIDATION,0
64,55385.59,668,1.3,0,0.1695,10,21238.24,84,0.0548,RENT,MEDICAL,0
24,27848.83,648,0.5,0,0.1813,12,7547.42,24,0.1355,MORTGAGE,DEBT_CONSOLIDATION,0
49,55552.38,681,18.3,3,0.5078,6,20819.88,24,0.1874,RENT,DEBT_CONSOLIDATION,0
46,27809.98,624,10.6,1,0.0478,13,8613.19,72,0.0516,MORTGAGE,DEBT_CONSOLIDATION,0
48,145346.94,668,25.1,2,0.3615,13,33583.27,72,0.0385,RENT,DEBT_CONSOLIDATION,0
55,52644.91,755,11.3,0,0.3839,17,8146.99,24,0.0774,RENT,BUSINESS,1
25,21346.6,522,8.1,1,0.331,6,41402.17,48,0.4849,RENT,HOME_IMPROVEMENT,1
53,54000.28,799,4.0,2,0.141,4,14669.17,84,0.0388,MORTGAGE,DEBT_CONSOLIDATION,0
34,93685.55,711,3.3,0,0.3737,17,15631.3,48,0.0417,RENT,EDUCATION,1
28,65384.4,671,6.6,1,0.3321,8,10129.08,36,0.0516,MORTGAGE,DEBT_CONSOLIDATION,0
41,37913.86,754,3.7,2,0.1296,2,19509.64,84,0.0735,MORTGAGE,MEDICAL,0
23,42653.98,709,9.2,1,0.053,9,5135.43,36,0.0401,RENT,HOME_IMPROVEMENT,1
49,51874.18,641,5.1,2,0.282,9,11748.06,48,0.0566,OWN,MEDICAL,0
46,48058.21,618,4.7,2,0.2098,3,11997.78,60,0.0499,RENT,EDUCATION,1
44,31895.4,799,5.1,1,0.5369,15,12502.67,60,0.0784,OWN,BUSINESS,0
23,57884.28,561,1.7,1,0.2321,11,8669.21,48,0.0374,RENT,HOME_IMPROVEMENT,0
54,30734.25,664,2.5,3,0.1954,12,8557.82,12,0.2784,OWN,HOME_IMPROVEMENT,1
23,96232.5,567,2.4,3,0.3629,6,10062.85,48,0.0261,OWN,BUSINESS,1
33,102288.54,719,3.2,1,0.1068,16,9547.7,24,0.0467,RENT,BUSINESS,1
39,36257.67,672,2.8,1,0.232,16,14211.55,24,0.196,RENT,HOME_IMPROVEMENT,1
52,41842.93,580,1.1,1,0.1062,15,56804.21,60,0.2715,MORTGAGE,DEBT_CONSOLIDATION,0
39,48460.29,610,2.4,0,0.3611,11,10979.42,84,0.0324,OWN,BUSINESS,1
57,58937.99,683,22.0,0,0.1642,7,23330.14,48,0.099,MORTGAGE,DEBT_CONSOLIDATION,0
62,68078.99,702,1.7,1,0.3057,8,15404.09,36,0.0754,MORTGAGE,DEBT_CONSOLIDATION,1
54,75472.71,525,9.0,0,0.0446,16,60000.0,48,0.1987,RENT,DEBT_CONSOLIDATION,0
23,74597.4,623,6.5,2,0.1229,14,28675.15,36,0.1281,OWN,DEBT_CONSOLIDATION,0
55,130213.77,692,2.8,1,0.1421,15,24069.68,84,0.0264,RENT,HOME_IMPROVEMENT,0
30,61708.81,776,0.8,0,0.1892,16,11261.58,36,0.0608,RENT,DEBT_CONSOLIDATION,0
60,31218.28,747,3.3,0,0.1803,16,24326.76,60,0.1558,RENT,BUSINESS,0
64,26779.96,643,12.0,2,0.2509,4,15118.64,84,0.0807,MORTGAGE,BUSINESS,1
25,135658.16,759,12.3,1,0.2277,15,16430.44,72,0.0202,RENT,DEBT_CONSOLIDATION,0
26,77251.99,654,0.9,1,0.1915,7,52458.87,36,0.2264,MORTGAGE,DEBT_CONSOLIDATION,1
51,66384.98,430,11.2,1,0.3319,16,10025.65,36,0.0503,RENT,EDUCATION,0
28,74944.7,795,20.3,0,0.406,8,25872.92,36,0.1151,OWN,HOME_IMPROVEMENT,0
63,64869.61,716,17.6,2,0.1802,12,4647.96,24,0.0358,RENT,EDUCATION,0
45,74354.13,695,8.0,1,0.1577,16,22485.26,60,0.0605,MORTGAGE,MEDICAL,0
46,49697.3,680,8.3,0,0.1879,16,17851.87,12,0.3592,RENT,EDUCATION,0
58,101478.1,704,6.3,0,0.5565,3,17493.74,72,0.0287,OWN,DEBT_CONSOLIDATION,1
31,46053.88,680,2.5,0,0.3965,5,23531.22,36,0.1703,RENT,HOME_IMPROVEMENT,0
45,38114.74,656,0.8,0,0.131,4,39148.84,36,0.3424,MORTGAGE,HOME_IMPROVEMENT,0
64,25708.52,627,4.3,2,0.6156,16,12412.72,36,0.1609,OWN,DEBT_CONSOLIDATION,0
22,53164.05,686,1.1,3,0.313,10,12604.05,84,0.0339,MORTGAGE,HOME_IMPROVEMENT,0
29,112842.83,609,0.4,1,0.3617,9,16990.75,48,0.0376,OWN,HOME_IMPROVEMENT,0
28,47635.09,588,6.6,0,0.0371,9,8248.81,24,0.0866,MORTGAGE,DEBT_CONSOLIDATION,0
36,30053.25,701,6.0,3,0.3494,8,15491.51,72,0.0859,RENT,DEBT_CONSOLIDATION,0
27,69038.12,758,19.1,0,0.3612,3,11510.98,12,0.1667,OWN,MEDICAL,0
29,43237.61,616,2.3,2,0.0711,14,26883.18,24,0.3109,MORTGAGE,HOME_IMPROVEMENT,1
58,129849.78,630,2.2,0,0.5267,3,13634.28,72,0.0175,MORTGAGE,DEBT_CONSOLIDATION,0
41,102467.29,544,4.1,1,0.403,17,11393.48,72,0.0185,MORTGAGE,DEBT_CONSOLIDATION,1
37,31715.24,574,7.1,2,0.3038,16,15598.81,72,0.082,RENT,DEBT_CONSOLIDATION,1
40,54888.14,577,24.3,1,0.1742,8,4434.07,60,0.0162,MORTGAGE,BUSINESS,1
63,41042.54,757,2.0,2,0.4376,6,7620.79,12,0.1857,RENT,DEBT_CONSOLIDATION,0
43,33514.98,541,17.7,3,0.5443,15,31703.22,84,0.1351,MORTGAGE,DEBT_CONSOLIDATION,1
42,58222.83,716,7.4,1,0.3275,7,3647.12,72,0.0104,MORTGAGE,BUSINESS,0
61,90139.74,658,10.2,0,0.0814,15,17912.35,60,0.0397,MORTGAGE,DEBT_CONSOLIDATION,0
23,57477.36,728,10.2,0,0.174,3,24694.35,60,0.0859,RENT,DEBT_CONSOLIDATION,0
42,46254.98,773,2.7,1,0.0638,1,9448.65,48,0.0511,OWN,BUSINESS,0
54,20000.0,677,10.6,2,0.2772,13,14780.29,72,0.1232,RENT,MEDICAL,0
44,42919.96,770,1.5,4,0.0954,8,7382.21,60,0.0344,RENT,DEBT_CONSOLIDATION,0
59,78897.31,803,6.8,0,0.0809,13,17975.68,36,0.0759,RENT,MEDICAL,0
60,30608.39,787,5.3,1,0.415,15,8387.95,60,0.0548,RENT,DEBT_CONSOLIDATION,0
36,113695.72,626,0.1,0,0.1364,16,13597.42,72,0.0199,RENT,MEDICAL,0
57,44720.29,522,6.8,0,0.2427,6,13463.44,84,0.043,MORTGAGE,MEDICAL,0
32,65963.7,670,4.5,1,0.5904,1,24552.79,12,0.3722,OWN,EDUCATION,0
32,49041.91,694,0.5,4,0.1852,8,9813.73,48,0.05,MORTGAGE,DEBT_CONSOLIDATION,0
64,33251.05,523,8.5,0,0.2296,4,17067.39,48,0.1283,RENT,DEBT_CONSOLIDATION,0
22,74618.82,684,2.1,0,0.3375,14,5136.12,48,0.0172,RENT,DEBT_CONSOLIDATION,1
37,44399.95,474,8.1,1,0.4153,5,4705.34,24,0.053,MORTGAGE,MEDICAL,1
49,39477.43,803,0.1,1,0.1785,3,8606.2,72,0.0363,OWN,DEBT_CONSOLIDATION,0
39,20000.0,718,6.4,2,0.2567,8,10472.19,72,0.0873,OWN,HOME_IMPROVEMENT,0
58,114845.54,614,3.8,2,0.4239,11,19030.6,84,0.0237,RENT,EDUCATION,1
32,60058.5,690,14.7,1,0.1322,5,4748.39,48,0.0198,RENT,DEBT_CONSOLIDATION,0
45,104118.47,700,8.3,3,0.063,5,17924.16,84,0.0246,OWN,DEBT_CONSOLIDATION,0
27,81641.76,718,1.8,1,0.0689,7,19264.07,72,0.0393,RENT,HOME_IMPROVEMENT,0
31,104111.34,685,3.4,0,0.2735,10,2295.73,12,0.0221,RENT,DEBT_CONSOLIDATION,0
29,45158.22,755,8.3,5,0.264,6,7262.16,12,0.1608,OWN,EDUCATION,0
53,30144.93,578,3.4,0,0.1048,9,6283.64,72,0.0347,OWN,HOME_IMPROVEMENT,0
30,87671.0,669,0.7,3,0.3922,7,4793.62,36,0.0182,MORTGAGE,BUSINESS,0
50,63901.58,822,1.4,1,0.0203,16,3531.99,12,0.0553,OWN,EDUCATION,0
36,47420.83,651,14.1,3,0.1887,13,42926.02,84,0.1293,MORTGAGE,DEBT_CONSOLIDATION,0
46,86799.55,699,8.9,1,0.2723,12,6901.74,24,0.0398,OWN,DEBT_CONSOLIDATION,0
59,69847.2,600,2.6,2,0.1674,1,9591.33,24,0.0687,OWN,BUSINESS,1
59,82410.59,850,0.7,2,0.3223,7,16995.07,60,0.0412,RENT,EDUCATION,1
22,35911.14,702,2.8,2,0.4201,13,8957.12,72,0.0416,MORTGAGE,MEDICAL,1
55,97617.13,579,13.9,2,0.2492,9,14714.77,60,0.0301,RENT,HOME_IMPROVEMENT,0
63,59735.67,767,2.1,2,0.2549,10,24285.65,48,0.1016,MORTGAGE,EDUCATION,1
50,102994.93,594,1.1,0,0.5752,12,3771.73,60,0.0073,RENT,EDUCATION,0
30,97161.19,734,8.5,1,0.3883,9,3720.56,48,0.0096,MORTGAGE,MEDICAL,0
50,84385.34,762,9.6,0,0.1733,2,13435.68,84,0.0227,RENT,EDUCATION,0
49,56638.08,842,1.0,3,0.1984,1,3887.2,60,0.0137,MORTGAGE,EDUCATION,0
50,85372.95,697,0.1,2,0.3508,2,7581.48,72,0.0148,MORTGAGE,DEBT_CONSOLIDATION,0
40,104338.19,683,1.6,3,0.1849,11,5589.85,84,0.0077,OWN,DEBT_CONSOLIDATION,1
44,81094.18,517,0.7,1,0.6215,5,9672.6,84,0.017,RENT,HOME_IMPROVEMENT,1
50,66257.15,643,7.3,0,0.097,4,6469.02,48,0.0244,OWN,DEBT_CONSOLIDATION,0
41,85470.32,622,24.2,0,0.2372,6,11608.45,72,0.0226,OWN,HOME_IMPROVEMENT,0
55,46034.56,665,1.5,2,0.4247,8,1921.69,12,0.0417,MORTGAGE,DEBT_CONSOLIDATION,1
52,127643.28,638,2.5,1,0.0323,7,8339.56,60,0.0131,MORTGAGE,DEBT_CONSOLIDATION,1
35,25824.69,742,0.3,1,0.5171,9,7552.6,36,0.0975,RENT,HOME_IMPROVEMENT,0
48,60912.97,635,1.0,2,0.34,9,11060.74,60,0.0363,RENT,HOME_IMPROVEMENT,0
54,48874.99,718,11.8,0,0.1704,15,4037.79,12,0.0826,RENT,DEBT_CONSOLIDATION,0
43,43458.17,670,7.4,1,0.465,13,7963.69,48,0.0458,MORTGAGE,DEBT_CONSOLIDATION,0
52,69744.79,630,1.9,2,0.1142,10,3273.81,36,0.0156,MORTGAGE,MEDICAL,0
27,34107.15,622,12.0,0,0.4069,3,34439.01,24,0.5049,MORTGAGE,MEDICAL,1
38,175600.38,698,11.6,1,0.3522,17,8687.89,36,0.0165,RENT,BUSINESS,0
52,30453.23,789,0.1,2,0.0074,12,8966.62,24,0.1472,MORTGAGE,DEBT_CONSOLIDATION,0
60,37211.23,621,8.0,1,0.1435,12,15949.85,84,0.0612,RENT,MEDICAL,0
49,35495.39,683,1.4,2,0.3417,16,16007.04,12,0.451,OWN,DEBT_CONSOLIDATION,1
50,66121.49,718,2.9,1,0.4955,17,19939.39,36,0.1005,MORTGAGE,HOME_IMPROVEMENT,0
36,99436.25,678,0.6,0,0.3216,15,20012.05,48,0.0503,RENT,DEBT_CONSOLIDATION,0
52,77886.15,539,3.4,2,0.1958,4,19543.61,36,0.0836,MORTGAGE,MEDICAL,0
37,125012.89,718,7.1,3,0.16,10,8552.23,60,0.0137,OWN,DEBT_CONSOLIDATION,0
24,39591.35,559,1.0,0,0.48,13,1990.68,48,0.0126,MORTGAGE,HOME_IMPROVEMENT,0
32,83229.8,560,11.6,0,0.258,13,43077.81,60,0.1035,RENT,DEBT_CONSOLIDATION,1
48,51443.1,575,3.1,2,0.4471,1,28614.21,60,0.1112,RENT,HOME_IMPROVEMENT,0
63,67106.56,667,1.2,1,0.1104,8,15176.8,60,0.0452,MORTGAGE,EDUCATION,0
43,104228.46,602,1.8,1,0.2812,2,17509.45,48,0.042,RENT,EDUCATION,0
58,25690.2,565,1.4,2,0.1174,7,45564.78,72,0.2956,RENT,BUSINESS,0
55,162024.73,710,3.0,2,0.2039,17,13888.77,48,0.0214,RENT,DEBT_CONSOLIDATION,1
46,55680.09,677,0.5,1,0.2912,7,7582.04,24,0.0681,MORTGAGE,EDUCATION,0
56,26814.18,740,1.8,2,0.4845,8,16367.1,48,0.1526,MORTGAGE,HOME_IMPROVEMENT,0
39,42343.76,621,3.6,1,0.2705,13,7473.45,60,0.0353,RENT,DEBT_CONSOLIDATION,0
41,63016.55,674,0.9,2,0.0542,11,22531.83,72,0.0596,RENT,EDUCATION,1
53,42338.92,744,13.2,2,0.2515,15,12190.81,72,0.048,OWN,DEBT_CONSOLIDATION,0
49,21505.27,574,9.3,0,0.2623,1,5839.97,72,0.0453,RENT,DEBT_CONSOLIDATION,0
44,62843.3,627,7.2,3,0.2025,13,10886.98,72,0.0289,RENT,DEBT_CONSOLIDATION,1
40,41736.25,759,6.1,0,0.2368,9,5422.02,72,0.0217,MORTGAGE,DEBT_CONSOLIDATION,0
63,82914.89,681,4.8,0,0.1378,11,8894.27,72,0.0179,MORTGAGE,MEDICAL,0
24,35094.73,667,0.9,2,0.4409,15,9816.63,60,0.0559,RENT,MEDICAL,0
24,185491.58,676,5.5,2,0.2187,12,8489.78,48,0.0114,MORTGAGE,DEBT_CONSOLIDATION,0
42,77405.61,777,7.8,0,0.1358,4,17945.19,60,0.0464,RENT,BUSINESS,0
23,66065.19,678,0.6,4,0.5113,13,9434.66,84,0.0204,MORTGAGE,EDUCATION,1
36,81761.5,683,1.8,0,0.3719,4,10996.65,72,0.0224,MORTGAGE,MEDICAL,0
46,24082.58,678,0.8,2,0.2185,12,18132.83,48,0.1882,MORTGAGE,HOME_IMPROVEMENT,0
39,46701.0,550,0.1,0,0.4169,15,22053.21,36,0.1574,OWN,EDUCATION,0
30,146021.68,720,0.7,3,0.1339,6,6095.07,84,0.006,MORTGAGE,BUSINESS,1
34,51017.99,614,0.3,0,0.2436,15,7055.04,12,0.1383,RENT,EDUCATION,1
47,58022.55,579,1.3,2,0.372,16,34960.69,84,0.0861,OWN,BUSINESS,1
62,47417.67,540,0.6,0,0.3498,4,6942.08,60,0.0293,RENT,DEBT_CONSOLIDATION,1
55,124524.04,556,4.2,0,0.219,2,5743.08,48,0.0115,RENT,DEBT_CONSOLIDATION,1
45,52980.69,498,4.7,1,0.2744,14,49057.12,48,0.2315,MORTGAGE,DEBT_CONSOLIDATION,1
27,32018.92,597,1.0,0,0.1948,7,5932.05,72,0.0309,MORTGAGE,DEBT_CONSOLIDATION,0
32,217381.15,645,3.0,1,0.0891,10,7658.91,12,0.0352,MORTGAGE,DEBT_CONSOLIDATION,0
40,30106.26,764,3.4,1,0.2493,7,12346.72,24,0.2051,OWN,MEDICAL,0
32,57028.7,684,6.3,0,0.5527,3,12159.75,60,0.0426,MORTGAGE,HOME_IMPROVEMENT,0
51,39304.84,700,1.5,0,0.1858,12,4556.13,72,0.0193,MORTGAGE,HOME_IMPROVEMENT,0
37,42158.83,782,7.4,0,0.5241,5,8043.93,48,0.0477,RENT,EDUCATION,0
57,35245.17,451,4.8,4,0.2049,8,14421.38,48,0.1023,RENT,DEBT_CONSOLIDATION,0
33,45706.87,711,4.2,2,0.2502,3,34135.04,48,0.1867,MORTGAGE,BUSINESS,0
43,97930.82,705,8.8,1,0.3044,5,22451.09,60,0.0459,RENT,HOME_IMPROVEMENT,1
52,23132.8,745,0.6,1,0.4999,11,10529.65,72,0.0759,MORTGAGE,EDUCATION,0
30,112465.73,536,0.1,1,0.3029,15,13065.02,60,0.0232,RENT,HOME_IMPROVEMENT,0
54,103176.77,634,2.2,0,0.5516,12,18281.32,72,0.0295,MORTGAGE,BUSINESS,1
47,77228.95,605,2.9,2,0.402,1,9513.8,12,0.1232,MORTGAGE,DEBT_CONSOLIDATION,0
49,63773.0,576,4.6,1,0.4725,10,8205.21,72,0.0214,MORTGAGE,MEDICAL,0
41,68756.02,850,1.7,1,0.1008,13,7649.64,84,0.0159,MORTGAGE,BUSINESS,1
62,121991.45,634,3.8,2,0.1234,3,22668.96,12,0.1858,OWN,DEBT_CONSOLIDATION,1
55,25011.92,754,2.2,1,0.3255,13,12968.1,72,0.0864,OWN,BUSINESS,1
30,86132.74,736,1.6,2,0.2323,3,9258.57,12,0.1075,RENT,DEBT_CONSOLIDATION,1
45,41229.69,564,3.7,1,0.1496,6,12935.99,12,0.3138,OWN,HOME_IMPROVEMENT,1
60,90479.06,637,2.2,3,0.1884,2,4452.28,12,0.0492,OWN,HOME_IMPROVEMENT,1
34,44055.25,684,6.1,2,0.1317,16,27178.81,12,0.6169,RENT,HOME_IMPROVEMENT,0
45,85257.81,711,1.6,0,0.4903,3,18950.89,48,0.0556,RENT,DEBT_CONSOLIDATION,0
54,27605.14,706,2.0,2,0.301,17,8243.34,60,0.0597,MORTGAGE,DEBT_CONSOLIDATION,0
33,25686.31,820,0.4,1,0.1405,17,30117.04,60,0.2345,MORTGAGE,EDUCATION,0
44,56583.27,752,11.4,0,0.428,5,10598.17,24,0.0937,RENT,DEBT_CONSOLIDATION,0
45,122732.81,732,1.3,2,0.3781,6,6237.82,36,0.0169,MORTGAGE,DEBT_CONSOLIDATION,1
29,78287.42,757,3.5,0,0.0406,4,24094.69,36,0.1026,MORTGAGE,BUSINESS,0
29,78007.26,788,3.5,2,0.5578,10,16495.59,72,0.0352,MORTGAGE,DEBT_CONSOLIDATION,1
46,92050.89,630,0.5,0,0.3102,17,13542.59,84,0.021,MORTGAGE,DEBT_CONSOLIDATION,0
29,49094.97,553,7.4,1,0.288,13,8685.17,36,0.059,RENT,DEBT_CONSOLIDATION,0
62,81257.18,631,4.2,1,0.0835,12,5400.89,48,0.0166,RENT,DEBT_CONSOLIDATION,0
44,44808.97,570,3.5,3,0.1025,12,5203.73,24,0.0581,MORTGAGE,DEBT_CONSOLIDATION,0
52,51174.29,601,0.8,2,0.3778,10,6777.47,48,0.0331,RENT,EDUCATION,0
39,54452.02,687,0.0,1,0.2041,2,10974.18,72,0.0336,RENT,DEBT_CONSOLIDATION,0
34,45580.54,635,3.1,1,0.4214,1,17166.71,24,0.1883,RENT,DEBT_CONSOLIDATION,0
42,57929.08,731,2.7,2,0.2005,7,6156.05,48,0.0266,OWN,EDUCATION,0
52,52718.46,704,2.7,0,0.3728,1,12719.0,84,0.0345,OWN,DEBT_CONSOLIDATION,0
39,42031.2,709,5.1,3,0.1938,6,21564.71,72,0.0855,RENT,EDUCATION,1
34,55809.49,578,4.3,2,0.2699,3,7750.11,60,0.0278,RENT,DEBT_CONSOLIDATION,1
28,64707.54,609,0.7,1,0.2,6,9624.01,60,0.0297,OWN,EDUCATION,1
45,34546.72,527,2.0,0,0.3282,8,7119.68,72,0.0343,OWN,MEDICAL,1
51,73771.53,725,1.6,0,0.1858,12,8669.7,12,0.1175,MORTGAGE,HOME_IMPROVEMENT,0
44,46777.61,833,1.4,2,0.3293,4,12721.49,24,0.136,OWN,BUSINESS,0
32,66111.76,694,7.8,1,0.607,13,44413.02,72,0.112,RENT,DEBT_CONSOLIDATION,1
32,42931.08,701,0.0,1,0.192,9,44781.19,12,1.0,OWN,MEDICAL,1
38,101239.85,637,3.5,0,0.4112,7,14197.79,84,0.02,OWN,EDUCATION,0
36,96573.33,662,4.1,1,0.239,12,5133.92,60,0.0106,MORTGAGE,EDUCATION,0
30,35429.7,781,7.6,0,0.106,1,13365.36,36,0.1257,OWN,DEBT_CONSOLIDATION,0
62,77846.92,687,8.2,2,0.2398,6,9835.04,84,0.018,RENT,DEBT_CONSOLIDATION,0
36,123393.75,731,8.9,1,0.1969,5,9934.31,36,0.0268,OWN,MEDICAL,0
32,37268.76,784,7.8,3,0.315,13,12893.02,12,0.3459,RENT,EDUCATION,1
48,38774.68,768,7.3,1,0.0358,17,24394.88,48,0.1573,MORTGAGE,HOME_IMPROVEMENT,0
56,86468.0,682,3.2,0,0.07,12,7623.29,12,0.0882,RENT,BUSINESS,1
41,31145.05,688,0.9,0,0.3679,2,27002.36,48,0.2167,RENT,DEBT_CONSOLIDATION,1
50,40588.64,649,7.0,4,0.377,8,9314.64,36,0.0765,OWN,DEBT_CONSOLIDATION,1
26,36050.19,719,10.8,0,0.2527,15,15181.44,84,0.0602,MORTGAGE,EDUCATION,0
44,87006.85,646,1.9,2,0.061,11,14161.71,72,0.0271,OWN,MEDICAL,0
24,42352.6,708,1.6,1,0.4399,12,12668.38,72,0.0499,MORTGAGE,DEBT_CONSOLIDATION,0
